Block Name,BlockMap Name,BlockMap Description,BlockMap Instance Name,BlockMap Instance Address,BlockMap Address Mode,BlockMap Word Bytes,BlockMap Instance Access
reg_block,i2c_map,,RO_CHAL_00_ALL_w19_reg,0x0027,Byte,,RO
reg_block,i2c_map,,RO_CHAL_00_ALL_w20_reg,0x0028,Byte,,RO
reg_block,i2c_map,,RO_CHAL_00_ALL_w21_reg,0x0029,Byte,,RO
reg_block,i2c_map,,RO_CHAL_00_ALL_w22_reg,0x002a,Byte,,RO
reg_block,i2c_map,,RO_CHAL_00_ALL_w23_reg,0x002b,Byte,,RO
reg_block,i2c_map,,RO_CHAL_00_ALL_w24_reg,0x002c,Byte,,RO
reg_block,i2c_map,,RO_CHAL_00_ALL_w25_reg,0x002d,Byte,,RO
reg_block,i2c_map,,RO_CHAL_00_ALL_w26_reg,0x002e,Byte,,RO
reg_block,i2c_map,,RO_CHAL_00_ALL_w27_reg,0x002f,Byte,,RO
reg_block,i2c_map,,RO_CHAL_00_ALL_w28_reg,0x0030,Byte,,RO
reg_block,i2c_map,,RO_CHAL_00_ALL_w29_reg,0x0031,Byte,,RO
reg_block,i2c_map,,RO_CHAL_00_ALL_w30_reg,0x0032,Byte,,RO
reg_block,i2c_map,,RO_CHAL_00_ALL_w31_reg,0x0033,Byte,,RO
reg_block,i2c_map,,RO_CHAL_00_ALL_w32_reg,0x0034,Byte,,RO
reg_block,i2c_map,,RO_CHAL_00_ALL_w33_reg,0x0035,Byte,,RO
reg_block,i2c_map,,RO_CHAL_00_ALL_w34_reg,0x0036,Byte,,RO
reg_block,i2c_map,,RW_CHAL_01_ALL_w0_reg,0x0040,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w1_reg,0x0041,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w2_reg,0x0042,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w3_reg,0x0043,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w4_reg,0x0044,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w5_reg,0x0045,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w6_reg,0x0046,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w7_reg,0x0047,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w8_reg,0x0048,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w9_reg,0x0049,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w10_reg,0x004a,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w11_reg,0x004b,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w12_reg,0x004c,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w13_reg,0x004d,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w14_reg,0x004e,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w15_reg,0x004f,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w16_reg,0x0050,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w17_reg,0x0051,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w18_reg,0x0052,Byte,,RW
reg_block,i2c_map,,RW_CHAL_01_ALL_w19_reg,0x0053,Byte,,RW
reg_block,i2c_map,,RO_CHAL_01_ALL_w0_reg,0x0054,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w1_reg,0x0055,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w2_reg,0x0056,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w3_reg,0x0057,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w4_reg,0x0058,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w5_reg,0x0059,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w6_reg,0x005a,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w7_reg,0x005b,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w8_reg,0x005c,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w9_reg,0x005d,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w10_reg,0x005e,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w11_reg,0x005f,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w12_reg,0x0060,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w13_reg,0x0061,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w14_reg,0x0062,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w15_reg,0x0063,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w16_reg,0x0064,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w17_reg,0x0065,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w18_reg,0x0066,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w19_reg,0x0067,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w20_reg,0x0068,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w21_reg,0x0069,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w22_reg,0x006a,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w23_reg,0x006b,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w24_reg,0x006c,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w25_reg,0x006d,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w26_reg,0x006e,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w27_reg,0x006f,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w28_reg,0x0070,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w29_reg,0x0071,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w30_reg,0x0072,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w31_reg,0x0073,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w32_reg,0x0074,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w33_reg,0x0075,Byte,,RO
reg_block,i2c_map,,RO_CHAL_01_ALL_w34_reg,0x0076,Byte,,RO
reg_block,i2c_map,,RW_CHAL_02_ALL_w0_reg,0x0080,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w1_reg,0x0081,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w2_reg,0x0082,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w3_reg,0x0083,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w4_reg,0x0084,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w5_reg,0x0085,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w6_reg,0x0086,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w7_reg,0x0087,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w8_reg,0x0088,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w9_reg,0x0089,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w10_reg,0x008a,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w11_reg,0x008b,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w12_reg,0x008c,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w13_reg,0x008d,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w14_reg,0x008e,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w15_reg,0x008f,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w16_reg,0x0090,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w17_reg,0x0091,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w18_reg,0x0092,Byte,,RW
reg_block,i2c_map,,RW_CHAL_02_ALL_w19_reg,0x0093,Byte,,RW
reg_block,i2c_map,,RO_CHAL_02_ALL_w0_reg,0x0094,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w1_reg,0x0095,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w2_reg,0x0096,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w3_reg,0x0097,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w4_reg,0x0098,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w5_reg,0x0099,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w6_reg,0x009a,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w7_reg,0x009b,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w8_reg,0x009c,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w9_reg,0x009d,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w10_reg,0x009e,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w11_reg,0x009f,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w12_reg,0x00a0,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w13_reg,0x00a1,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w14_reg,0x00a2,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w15_reg,0x00a3,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w16_reg,0x00a4,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w17_reg,0x00a5,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w18_reg,0x00a6,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w19_reg,0x00a7,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w20_reg,0x00a8,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w21_reg,0x00a9,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w22_reg,0x00aa,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w23_reg,0x00ab,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w24_reg,0x00ac,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w25_reg,0x00ad,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w26_reg,0x00ae,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w27_reg,0x00af,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w28_reg,0x00b0,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w29_reg,0x00b1,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w30_reg,0x00b2,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w31_reg,0x00b3,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w32_reg,0x00b4,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w33_reg,0x00b5,Byte,,RO
reg_block,i2c_map,,RO_CHAL_02_ALL_w34_reg,0x00b6,Byte,,RO
reg_block,i2c_map,,RW_CHAL_03_ALL_w0_reg,0x00c0,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w1_reg,0x00c1,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w2_reg,0x00c2,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w3_reg,0x00c3,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w4_reg,0x00c4,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w5_reg,0x00c5,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w6_reg,0x00c6,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w7_reg,0x00c7,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w8_reg,0x00c8,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w9_reg,0x00c9,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w10_reg,0x00ca,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w11_reg,0x00cb,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w12_reg,0x00cc,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w13_reg,0x00cd,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w14_reg,0x00ce,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w15_reg,0x00cf,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w16_reg,0x00d0,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w17_reg,0x00d1,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w18_reg,0x00d2,Byte,,RW
reg_block,i2c_map,,RW_CHAL_03_ALL_w19_reg,0x00d3,Byte,,RW
reg_block,i2c_map,,RO_CHAL_03_ALL_w0_reg,0x00d4,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w1_reg,0x00d5,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w2_reg,0x00d6,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w3_reg,0x00d7,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w4_reg,0x00d8,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w5_reg,0x00d9,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w6_reg,0x00da,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w7_reg,0x00db,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w8_reg,0x00dc,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w9_reg,0x00dd,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w10_reg,0x00de,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w11_reg,0x00df,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w12_reg,0x00e0,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w13_reg,0x00e1,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w14_reg,0x00e2,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w15_reg,0x00e3,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w16_reg,0x00e4,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w17_reg,0x00e5,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w18_reg,0x00e6,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w19_reg,0x00e7,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w20_reg,0x00e8,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w21_reg,0x00e9,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w22_reg,0x00ea,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w23_reg,0x00eb,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w24_reg,0x00ec,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w25_reg,0x00ed,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w26_reg,0x00ee,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w27_reg,0x00ef,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w28_reg,0x00f0,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w29_reg,0x00f1,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w30_reg,0x00f2,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w31_reg,0x00f3,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w32_reg,0x00f4,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w33_reg,0x00f5,Byte,,RO
reg_block,i2c_map,,RO_CHAL_03_ALL_w34_reg,0x00f6,Byte,,RO
reg_block,i2c_map,,RW_CHAL_04_ALL_w0_reg,0x0100,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w1_reg,0x0101,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w2_reg,0x0102,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w3_reg,0x0103,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w4_reg,0x0104,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w5_reg,0x0105,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w6_reg,0x0106,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w7_reg,0x0107,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w8_reg,0x0108,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w9_reg,0x0109,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w10_reg,0x010a,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w11_reg,0x010b,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w12_reg,0x010c,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w13_reg,0x010d,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w14_reg,0x010e,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w15_reg,0x010f,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w16_reg,0x0110,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w17_reg,0x0111,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w18_reg,0x0112,Byte,,RW
reg_block,i2c_map,,RW_CHAL_04_ALL_w19_reg,0x0113,Byte,,RW
reg_block,i2c_map,,RO_CHAL_04_ALL_w0_reg,0x0114,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w1_reg,0x0115,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w2_reg,0x0116,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w3_reg,0x0117,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w4_reg,0x0118,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w5_reg,0x0119,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w6_reg,0x011a,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w7_reg,0x011b,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w8_reg,0x011c,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w9_reg,0x011d,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w10_reg,0x011e,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w11_reg,0x011f,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w12_reg,0x0120,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w13_reg,0x0121,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w14_reg,0x0122,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w15_reg,0x0123,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w16_reg,0x0124,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w17_reg,0x0125,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w18_reg,0x0126,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w19_reg,0x0127,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w20_reg,0x0128,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w21_reg,0x0129,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w22_reg,0x012a,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w23_reg,0x012b,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w24_reg,0x012c,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w25_reg,0x012d,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w26_reg,0x012e,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w27_reg,0x012f,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w28_reg,0x0130,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w29_reg,0x0131,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w30_reg,0x0132,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w31_reg,0x0133,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w32_reg,0x0134,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w33_reg,0x0135,Byte,,RO
reg_block,i2c_map,,RO_CHAL_04_ALL_w34_reg,0x0136,Byte,,RO
reg_block,i2c_map,,RW_CHAL_05_ALL_w0_reg,0x0140,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w1_reg,0x0141,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w2_reg,0x0142,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w3_reg,0x0143,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w4_reg,0x0144,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w5_reg,0x0145,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w6_reg,0x0146,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w7_reg,0x0147,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w8_reg,0x0148,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w9_reg,0x0149,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w10_reg,0x014a,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w11_reg,0x014b,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w12_reg,0x014c,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w13_reg,0x014d,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w14_reg,0x014e,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w15_reg,0x014f,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w16_reg,0x0150,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w17_reg,0x0151,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w18_reg,0x0152,Byte,,RW
reg_block,i2c_map,,RW_CHAL_05_ALL_w19_reg,0x0153,Byte,,RW
reg_block,i2c_map,,RO_CHAL_05_ALL_w0_reg,0x0154,Byte,,RO
reg_block,i2c_map,,RO_CHAL_05_ALL_w1_reg,0x0155,Byte,,RO
reg_block,i2c_map,,RO_CHAL_05_ALL_w2_reg,0x0156,Byte,,RO
reg_block,i2c_map,,RO_CHAL_05_ALL_w3_reg,0x0157,Byte,,RO
reg_block,i2c_map,,RO_CHAL_05_ALL_w4_reg,0x0158,Byte,,RO
reg_block,i2c_map,,RO_CHAL_05_ALL_w5_reg,0x0159,Byte,,RO
reg_block,i2c_map,,RO_CHAL_05_ALL_w6_reg,0x015a,Byte,,RO
reg_block,i2c_map,,RO_CHAL_05_ALL_w7_reg,0x015b,Byte,,RO
reg_block,i2c_map,,RO_CHAL_05_ALL_w8_reg,0x015c,Byte,,RO
reg_block,i2c_map,,RO_CHAL_05_ALL_w9_reg,0x015d,Byte,,RO
reg_block,i2c_map,,RO_CHAL_05_ALL_w10_reg,0x015e,Byte,,RO
